State,County Name,FIPS,Number of Dem Votes,Number of GOP Votes,Percent With No High School,Percent With Only High School,Percent With Some College, Percent With Bachelor's or more,Percent of County Population Below Poverty
FL,Santa Rosa,12113,18398.0,65126.0,9.8,27.4,35.9,26.9,11.585855558885227
FL,Sarasota,12115,97676.0,124098.0,7.4,29.8,29.7,33.1,10.689226802468738
FL,Seminole,12117,105611.0,109265.0,6.6,23.4,34.1,35.8,0.3652595593708354
FL,St. Johns,12109,43037.0,88633.0,5.3,21.2,30.9,42.5,8.546797377546788
FL,St. Lucie,12111,66812.0,70248.0,14.2,33.2,32.8,19.8,17.413268880716846
FL,Suwannee,12121,3955.0,14281.0,20.9,40.0,27.1,12.0,21.846005818881583
FL,Taylor,12123,2149.0,6923.0,21.3,41.1,27.8,9.8,3.5690445463041254
FL,Volusia,12127,108793.0,142763.0,10.7,33.5,33.4,22.4,16.14465736505915
FL,Wakulla,12129,4348.0,10507.0,12.3,37.4,33.7,16.6,12.596776240639675
FL,Walton,12131,6861.0,25695.0,15.1,26.5,32.1,26.3,16.320774043082935
GA,Appling,13001,1434.0,5492.0,23.6,40.8,23.7,11.9,20.035797580951346
GA,Atkinson,13003,696.0,1873.0,32.1,40.1,21.2,6.7,27.18562874251497
GA,Bacon,13005,607.0,3356.0,19.9,41.0,25.9,13.2,17.276837159826254
GA,Banks,13011,684.0,6130.0,24.6,42.9,21.5,11.0,15.36170673597574
GA,Barrow,13013,6580.0,21105.0,18.0,33.7,31.6,16.8,14.043963944772125
GA,Bartow,13015,8204.0,29879.0,18.4,34.4,28.7,18.5,14.530931504978886
GA,Ben Hill,13017,2098.0,3734.0,18.8,43.1,27.5,10.6,34.27451884291806
GA,Berrien,13019,1041.0,5408.0,19.7,38.8,29.2,12.3,25.366445217758095
GA,Bleckley,13023,1094.0,3717.0,14.8,42.3,25.1,17.7,20.28634016585824
GA,Brantley,13025,619.0,5561.0,19.8,45.6,25.1,9.5,20.84665835546642
GA,Brooks,13027,2504.0,3679.0,21.0,38.5,28.1,12.4,15.026765230690797
GA,Bryan,13029,4010.0,10513.0,9.6,25.8,31.3,33.3,12.863745292707977
GA,Bulloch,13031,8812.0,14476.0,13.4,27.6,30.8,28.2,28.576892082007294
GA,Burke,13033,4730.0,4491.0,22.7,38.2,28.7,10.4,1.1652449212910034
GA,Butts,13035,2566.0,6717.0,22.8,44.5,22.5,10.2,18.06947511465942
GA,Camden,13039,5914.0,12287.0,9.0,32.5,35.9,22.6,2.0173952762499288
GA,Candler,13043,1023.0,2661.0,24.7,35.9,25.1,14.2,28.85230909922268
GA,Catoosa,13047,4769.0,20860.0,14.4,31.8,34.2,19.7,11.6849021958511
GA,Charlton,13049,1004.0,2950.0,19.1,46.3,25.6,9.0,18.6025059574141
GA,Chatham,13051,58998.0,43649.0,10.7,25.0,31.4,32.9,3.204569084020068
GA,Chattahoochee,13053,593.0,746.0,9.8,26.7,33.4,30.1,10.242540568836155
GA,Chattooga,13055,1612.0,6457.0,27.5,39.2,24.5,8.9,20.826300136644964
GA,Clayton,13063,75908.0,11740.0,16.4,31.8,32.7,19.0,0.6729612855351705
GA,Clinch,13065,685.0,1724.0,23.6,38.6,23.4,14.4,34.39360929557008
GA,Cobb,13067,159416.0,152602.0,8.8,19.0,27.2,45.0,11.278751161936055
GA,Colquitt,13071,3460.0,9892.0,27.5,37.0,22.6,12.9,24.707682220522347
GA,Cook,13075,1752.0,4175.0,23.6,39.0,23.5,13.8,3.611354989757097
GA,Coweta,13077,16572.0,42513.0,11.4,31.2,29.3,28.1,11.670692373334877
GA,Crisp,13081,2835.0,4539.0,20.3,37.8,26.7,15.1,32.55579868708971
GA,Dade,13083,965.0,5047.0,19.9,36.1,30.2,13.8,9.381557832366374
GA,Dawson,13085,1444.0,9880.0,13.5,29.0,27.6,29.8,5.869453044375645
GA,Decatur,13087,4104.0,6009.0,20.5,33.9,28.7,16.9,1.372181142625906
GA,Dodge,13091,1836.0,5021.0,18.5,42.4,25.6,13.5,6.427647030628385
GA,Dooly,13093,1860.0,1941.0,25.5,40.1,23.2,11.3,21.64045105221576
GA,Dougherty,13095,23224.0,10227.0,17.8,28.4,34.0,19.8,29.566398930516442
GA,Early,13099,2165.0,2552.0,20.2,40.6,25.1,14.1,30.666539525126346
GA,Echols,13101,156.0,1006.0,33.0,35.3,23.8,7.9,30.0123609394314
GA,Effingham,13103,4851.0,17865.0,13.8,36.9,31.0,18.3,6.358148893360161
GA,Emanuel,13107,2433.0,5330.0,22.2,40.2,25.9,11.7,28.531709254600823
GA,Evans,13109,1130.0,2404.0,22.9,39.7,22.3,15.1,24.925400969787393
GA,Fannin,13111,1920.0,9622.0,17.0,38.8,26.5,17.7,17.54992793905703
GA,Floyd,13115,9127.0,24045.0,20.3,31.0,28.9,19.8,1.3810577032906555
GA,Forsyth,13117,23427.0,69801.0,7.8,17.6,26.3,48.3,6.139776075427225
GA,Gilmer,13123,1955.0,10465.0,19.7,35.9,26.6,17.8,5.926606753812636
GA,Glascock,13125,138.0,1235.0,21.4,43.3,27.0,8.2,14.831905075807514
GA,Glynn,13127,11738.0,21482.0,12.4,27.6,31.8,28.2,18.146925891383887
GA,Gordon,13129,3176.0,15171.0,24.6,35.3,27.2,12.9,20.219093443175968
GA,Grady,13131,3005.0,6047.0,22.9,37.2,27.1,12.8,26.90256328610094
GA,Gwinnett,13135,165063.0,146463.0,12.5,23.3,29.3,34.9,12.65491205318246
GA,Habersham,13137,2483.0,13184.0,21.7,34.2,26.5,17.5,17.008150070573237
GA,Hall,13139,16153.0,51681.0,22.7,27.7,27.1,22.5,0.46000921053312427
GA,Hancock,13141,2695.0,841.0,27.1,40.3,21.7,10.9,11.960830030310095
GA,Haralson,13143,1474.0,9579.0,21.7,36.7,27.8,13.8,19.826032714166896
GA,Harris,13145,4082.0,11931.0,10.2,27.0,36.2,26.6,8.195832831506685
GA,Hart,13147,2583.0,7285.0,19.1,37.7,29.5,13.7,17.24300164667137
GA,Heard,13149,743.0,3370.0,21.1,43.6,24.8,10.5,16.750564138170457
GA,Irwin,13155,890.0,2711.0,15.3,43.5,30.1,11.1,24.027311152053755
GA,Jasper,13159,1544.0,4353.0,22.8,41.2,25.6,10.4,5.688490898414562
GA,Jeff Davis,13161,901.0,4102.0,21.6,38.5,29.1,10.7,1.1526605012732878
GA,Jenkins,13165,1108.0,1892.0,22.2,39.7,25.1,13.0,28.390920272839093
GA,Jones,13169,3960.0,8304.0,12.5,38.1,29.2,20.2,0.2766687679484485
GA,Lanier,13173,805.0,1984.0,21.8,28.7,34.1,15.4,27.526777020447906
GA,Laurens,13175,6737.0,12401.0,17.1,44.0,23.6,15.2,27.17047525291666
GA,Long,13183,1356.0,2623.0,12.7,34.6,37.4,15.2,15.534580594415418
GA,Lumpkin,13187,2216.0,9613.0,15.8,29.0,28.2,27.0,20.534287722886177
GA,McDuffie,13189,3699.0,5432.0,20.1,39.7,26.0,14.2,25.72357723577236
GA,McIntosh,13191,2298.0,3482.0,17.6,35.1,33.5,13.8,1.8150512949279
GA,Meriwether,13199,3800.0,5216.0,22.9,38.9,28.0,10.1,23.32594025765655
GA,Mitchell,13205,3492.0,4272.0,23.4,40.8,23.7,12.0,2.9075712443871424
GA,Murray,13213,1799.0,10340.0,31.2,35.8,22.1,10.9,1.927753571790455
GA,Muscogee,13215,39602.0,26901.0,13.4,26.8,34.8,25.0,20.037966251108184
GA,Oconee,13219,5253.0,12885.0,6.6,20.9,25.9,46.6,6.927408563782338
GA,Oglethorpe,13221,1829.0,4622.0,20.4,37.0,26.0,16.6,17.500837520938024
GA,Paulding,13223,18004.0,44646.0,10.4,33.5,31.5,24.6,1.3681175411978748
GA,Peach,13225,5083.0,5405.0,14.9,30.9,34.0,20.2,19.52372023251453
GA,Pierce,13229,903.0,6301.0,18.0,40.4,28.7,12.9,2.4046001045478307
GA,Quitman,13239,461.0,575.0,23.1,42.6,25.7,8.6,23.3608336951802
GA,Rabun,13241,1443.0,6287.0,14.4,33.0,26.2,26.3,21.46062580684822
GA,Richmond,13245,48707.0,24441.0,16.4,30.8,31.7,21.0,0.5824201468711675
GA,Rockdale,13247,23206.0,13463.0,12.9,32.2,29.0,26.0,16.7606396174925
GA,Schley,13249,401.0,1472.0,19.1,33.9,32.1,14.9,21.561410306082916
GA,Screven,13251,2300.0,3305.0,18.9,40.5,26.2,14.4,24.25122141188133
GA,Spalding,13255,9347.0,15636.0,20.7,38.0,26.0,15.4,23.116095976005997
GA,Stephens,13257,1835.0,7682.0,18.9,37.3,26.2,17.6,7.890196078431373
GA,Stewart,13259,1220.0,805.0,37.9,35.3,16.4,10.4,28.89852558542931
GA,Talbot,13263,2001.0,1196.0,21.4,44.9,21.0,12.6,20.677108052523334
GA,Taliaferro,13265,545.0,349.0,32.8,45.4,13.0,8.8,36.2026862026862
GA,Tattnall,13267,1678.0,5092.0,25.9,38.6,24.2,11.4,20.987899226343977
GA,Telfair,13271,1313.0,2449.0,27.3,48.0,15.6,9.1,21.91140776699029
GA,Terrell,13273,2267.0,1872.0,26.7,29.5,31.7,12.1,2.132102428838334
GA,Thomas,13275,7138.0,11225.0,18.1,32.8,29.6,19.5,0.14432257205026866
GA,Tift,13277,3892.0,8680.0,18.8,34.5,29.2,17.5,26.12347134227199
GA,Toombs,13279,2338.0,6612.0,20.5,39.3,23.2,17.0,26.198188912611354
GA,Towns,13281,1206.0,5377.0,10.6,31.9,32.3,25.1,13.688076681895547
GA,Treutlen,13283,860.0,1808.0,22.8,39.5,21.2,16.5,17.527757216876388
GA,Troup,13285,9597.0,15643.0,16.4,35.5,29.4,18.8,20.62884425136565
GA,Turner,13287,1243.0,2094.0,24.6,36.5,26.7,12.3,10.415629666500745
GA,Twiggs,13289,1970.0,2034.0,30.8,35.9,21.6,11.6,30.17958298180065
GA,Upson,13293,3471.0,7288.0,20.9,36.3,29.4,13.4,22.478320401643085
GA,Ware,13299,3436.0,8508.0,18.3,40.9,28.0,12.8,26.283100897747165
GA,Warren,13301,1313.0,991.0,26.3,44.5,17.1,12.1,11.707585196042507
GA,Wayne,13305,2039.0,8147.0,17.9,40.5,28.3,13.3,1.2390399133349133
GA,Webster,13307,471.0,630.0,22.1,44.8,23.7,9.4,13.927893738140417
GA,Wheeler,13309,646.0,1421.0,23.4,53.4,18.3,4.9,0.5191845004432063
GA,Whitfield,13313,7925.0,21514.0,31.1,28.5,26.8,13.6,19.35638993613911
GA,Wilkes,13317,1844.0,2569.0,22.1,42.0,22.2,13.8,26.49140546006067
GA,Wilkinson,13319,1893.0,2332.0,17.3,50.1,23.9,8.6,20.933537385220813
GA,Worth,13321,2015.0,6144.0,22.6,40.7,26.6,10.2,1.265211512458953
HI,Hawaii,15001,41258.0,17500.0,8.4,31.7,32.3,27.6,18.218662697037054
HI,Honolulu,15003,175634.0,90296.0,8.9,26.2,31.5,33.4,9.09807625311378
HI,Kauai,15007,16456.0,7574.0,8.1,31.1,33.0,27.8,9.37771062424802
HI,Maui,15009,33479.0,13445.0,8.2,31.5,34.7,25.7,9.598280868575324
IA,Adair,19001,1127.0,2456.0,6.6,43.2,33.6,16.6,9.527111357648039
IA,Allamakee,19005,2409.0,4072.0,11.9,40.4,30.7,17.0,9.998559285405562
IA,Appanoose,19007,1813.0,4031.0,10.1,35.7,36.1,18.1,15.919050274878495
IA,Audubon,19009,1079.0,2135.0,10.4,42.4,34.1,13.1,11.34541652143604
IA,Black Hawk,19013,32006.0,27382.0,9.2,32.7,31.1,27.0,14.68550326219672
IA,Bremer,19017,5349.0,7199.0,4.7,34.5,33.0,27.9,6.767827595948182
IA,Buchanan,19019,3966.0,5504.0,7.7,40.6,33.7,18.0,9.035287421741604
IA,Buena Vista,19021,2851.0,4895.0,21.8,30.5,29.0,18.7,12.691606289122184
IA,Cass,19029,1946.0,4755.0,9.7,42.8,27.7,19.8,13.209525235884378
IA,Cedar,19031,3578.0,5275.0,6.6,36.2,35.1,22.0,4.7979522927785645
IA,Cerro Gordo,19033,9840.0,11583.0,6.7,31.4,40.0,21.9,12.61282218293477
IA,Chickasaw,19037,2264.0,3739.0,9.7,44.1,31.7,14.5,8.878775341332231
IA,Clinton,19045,10079.0,11249.0,8.4,36.5,35.7,19.4,3.962870403427347
IA,Davis,19051,976.0,2721.0,13.3,38.2,31.9,16.6,18.423151418480117
IA,Delaware,19055,2956.0,5688.0,9.3,43.5,32.1,15.1,9.450764104331839
IA,Des Moines,19057,8178.0,9479.0,7.8,35.0,37.6,19.6,16.44116543703889
IA,Dickinson,19059,3051.0,6743.0,4.4,29.3,37.3,29.0,6.734026398785188
IA,Dubuque,19061,22774.0,23384.0,7.7,34.7,28.5,29.2,11.971061689717006
IA,Emmet,19063,1356.0,3121.0,10.4,34.1,38.0,17.5,12.566789971228937
IA,Grundy,19075,1847.0,4516.0,4.6,34.3,35.9,25.1,5.816482719729317
IA,Guthrie,19077,1720.0,3603.0,7.9,39.1,32.4,20.5,10.466097721091625
IA,Hardin,19083,2774.0,5231.0,8.3,33.8,37.5,20.4,4.480203750868257
IA,Harrison,19085,2123.0,4892.0,9.0,38.2,35.4,17.4,10.345311622683885
IA,Ida,19093,792.0,2655.0,6.7,40.3,34.0,19.0,10.850942318675044
IA,Iowa,19095,3070.0,5193.0,7.9,40.8,32.6,18.6,9.614797631402235
IA,Keokuk,19107,1265.0,3385.0,8.7,42.9,31.4,17.0,12.794945206831867
IA,Kossuth,19109,2529.0,5637.0,5.7,37.9,36.9,19.5,9.594193335532827
IA,Linn,19113,58481.0,48183.0,5.4,27.2,35.2,32.2,0.64288054160297
IA,Louisa,19115,1643.0,3060.0,17.3,37.3,32.1,13.3,12.394265871249221
IA,Lucas,19117,1236.0,2873.0,8.2,45.1,30.2,16.5,10.469397146801656
IA,Lyon,19119,917.0,5188.0,9.4,37.3,32.1,21.3,5.74516980168525
IA,Mahaska,19123,2606.0,7404.0,8.9,37.2,30.0,23.9,13.503207572562918
IA,Mills,19129,2080.0,5050.0,6.7,35.3,34.0,23.9,4.57644279446507
IA,Monona,19133,1244.0,3115.0,9.5,39.8,34.1,16.6,14.185424559839536
IA,Muscatine,19139,8284.0,9549.0,13.1,33.9,32.4,20.5,11.163028570100193
IA,O'Brien,19141,1314.0,5735.0,7.9,36.4,35.7,20.0,9.135749517478018
IA,Page,19145,1801.0,4875.0,11.6,33.9,32.6,21.9,14.129244249726177
IA,Palo Alto,19147,1395.0,3079.0,6.4,30.2,41.3,22.1,8.720866615603457
IA,Plymouth,19149,2878.0,9659.0,7.9,34.6,38.0,19.5,8.473487737325893
IA,Pocahontas,19151,962.0,2692.0,6.9,39.2,37.0,16.9,12.659133171220141
IA,Pottawattamie,19155,15341.0,24441.0,10.0,34.7,34.6,20.7,11.40547822182308
IA,Poweshiek,19157,4272.0,4936.0,6.6,39.3,31.3,22.9,9.113007778738117
IA,Ringgold,19159,753.0,1820.0,9.2,37.3,34.1,19.3,10.546102097348635
IA,Sac,19161,1269.0,3692.0,8.3,38.6,33.8,19.3,9.961035068438404
IA,Sioux,19167,2289.0,14761.0,10.1,30.9,32.1,26.9,0.40285451197053407
IA,Story,19169,25085.0,19111.0,3.7,18.5,27.6,50.3,19.761069478753658
IA,Tama,19171,3194.0,4968.0,9.4,40.7,33.6,16.3,12.657862868346692
IA,Wapello,19179,5591.0,8710.0,13.7,36.6,32.0,17.6,17.115864729913753
IA,Winnebago,19189,1920.0,3437.0,9.0,32.9,36.6,21.6,9.681082615690356
IA,Winneshiek,19191,5238.0,5332.0,5.6,33.7,33.2,27.6,7.092608653753493
IA,Woodbury,19193,16102.0,24627.0,14.3,34.0,30.0,21.7,13.745315427857587
IA,Wright,19197,1890.0,3790.0,10.0,35.7,37.3,17.0,12.692337733343747
ID,Ada,16001,75676.0,93748.0,5.4,21.8,35.7,37.0,11.788902038678838
ID,Bannock,16005,10342.0,17180.0,8.1,26.5,37.9,27.5,17.727115634422187
ID,Bear Lake,16007,255.0,2203.0,6.4,39.0,35.0,19.5,14.353499406880191
ID,Benewah,16009,780.0,3101.0,13.5,38.7,34.3,13.6,16.71278361925844
ID,Bingham,16011,2924.0,10907.0,14.1,30.5,37.3,18.1,13.358235503379582
ID,Blaine,16013,6416.0,3340.0,10.0,19.5,28.7,41.9,0.4362353814739187
ID,Boise,16015,777.0,2673.0,6.2,27.7,39.1,27.0,13.377067883628065
ID,Bonner,16017,5140.0,10220.0,9.7,30.5,37.8,22.1,14.575557469614317
ID,Bonneville,16019,8930.0,26699.0,8.9,26.9,36.4,27.8,12.464885405965617
ID,Boundary,16021,933.0,3789.0,10.6,37.7,34.2,17.5,15.996117875419094
ID,Camas,16025,110.0,410.0,12.1,29.4,37.9,20.5,18.028169014084508
ID,Canyon,16027,16683.0,46755.0,15.9,32.3,33.5,18.4,18.043711308345326
ID,Caribou,16029,271.0,2275.0,7.9,35.9,38.2,18.1,10.051736881005175
ID,Cassia,16031,1036.0,5949.0,18.1,28.4,34.9,18.6,15.163637911222711
ID,Clearwater,16035,704.0,2852.0,12.1,36.8,34.2,16.8,11.46361599245194
ID,Gem,16045,1229.0,5980.0,12.7,39.8,32.2,15.3,21.914000118294197
ID,Gooding,16047,930.0,3743.0,23.7,33.4,28.7,14.3,15.454485618376884
ID,Idaho,16049,1196.0,6441.0,11.6,37.1,34.5,16.9,15.596555965559656
ID,Jerome,16053,2117.0,7347.0,25.0,29.8,30.9,14.3,16.666666666666664
ID,Kootenai,16055,16264.0,44449.0,7.6,28.0,40.4,24.0,12.244952249208588
ID,Latah,16057,8093.0,7255.0,4.0,20.1,29.9,45.9,20.476202773545438
ID,Lemhi,16059,733.0,3011.0,8.5,33.4,37.1,21.0,16.563467492260063
ID,Lewis,16061,270.0,1202.0,10.6,34.4,39.0,16.0,15.774202057504617
ID,Minidoka,16067,1167.0,4887.0,22.0,29.1,34.0,14.9,17.57983028400451
ID,Nez Perce,16069,4828.0,10699.0,8.4,31.6,37.8,22.2,13.117122502864545
ID,Oneida,16071,184.0,1531.0,6.4,37.8,39.4,16.3,13.569596642574028
ID,Owyhee,16073,591.0,3052.0,25.0,37.1,28.2,9.7,23.37903582485626
ID,Payette,16075,892.0,4306.0,12.9,33.9,37.3,15.8,18.38682839252091
ID,Power,16077,699.0,1666.0,20.8,36.8,27.2,15.3,12.296587926509186
ID,Shoshone,16079,1384.0,3297.0,14.3,37.0,35.9,12.8,17.727820152549175
ID,Teton,16081,2157.0,2161.0,8.8,19.3,31.9,40.0,5.970855412566238
ID,Twin Falls,16083,6844.0,21063.0,13.1,29.3,39.4,18.1,15.122949322225876
ID,Valley,16085,1913.0,2906.0,4.5,26.6,38.0,31.0,5.286125161162353
IL,Alexander,17003,1262.0,1496.0,25.0,34.2,31.8,9.0,33.70720188902007
IL,Bond,17005,2066.0,4884.0,12.1,40.7,29.0,18.3,15.085086268021744
IL,Brown,17009,475.0,1776.0,14.1,39.2,32.4,14.3,7.506230757953379
IL,Bureau,17011,6010.0,9264.0,9.3,39.0,32.9,18.8,12.966448567416569
IL,Champaign,17019,49694.0,33235.0,5.3,22.2,28.6,43.9,2.059845764294723
IL,Christian,17021,3982.0,10522.0,12.0,43.3,29.6,15.1,12.985154712931497
IL,Coles,17029,7285.0,12985.0,9.8,31.1,33.8,25.3,20.377451819721095
IL,Cumberland,17035,1028.0,4200.0,11.2,38.6,35.5,14.8,13.668600902643455
IL,De Witt,17039,1907.0,5072.0,8.3,37.2,34.2,20.4,11.845018450184503
IL,DuPage,17043,222499.0,164355.0,7.6,18.7,26.4,47.3,6.940940246979295
IL,Edgar,17045,1778.0,5634.0,12.2,36.7,33.0,18.0,16.12446157333938
IL,Edwards,17047,432.0,2777.0,11.0,36.5,40.5,12.0,2.392638036809816
IL,Ford,17053,1410.0,4474.0,11.2,37.7,33.8,17.4,13.63106513186653
IL,Gallatin,17059,656.0,1942.0,13.8,40.2,34.5,11.5,16.294050776809396
IL,Henderson,17071,1151.0,2153.0,11.1,45.2,30.4,13.3,10.486300387318892
IL,Iroquois,17075,2496.0,9728.0,11.3,41.1,33.0,14.6,15.901713727269554
IL,Jersey,17083,2673.0,7737.0,8.8,36.7,36.1,18.4,8.75997489464718
IL,Jo Daviess,17085,4452.0,6113.0,8.0,37.1,30.8,24.1,9.308341653807751
IL,Kane,17089,99389.0,82087.0,16.9,23.2,27.8,32.1,0.12120022201162163
IL,Kankakee,17091,18908.0,25081.0,12.7,34.0,34.4,19.0,15.163139130827203
IL,Kendall,17093,23392.0,24152.0,6.8,24.2,34.7,34.3,1.9219820083613943
IL,Knox,17095,9939.0,10658.0,12.0,36.7,33.2,18.1,1.0424770499455422
IL,LaSalle,17099,19277.0,26269.0,11.6,36.6,34.9,17.0,13.538596995615611
IL,Livingston,17105,4005.0,10197.0,11.7,41.5,31.6,15.2,3.4885303001442214
IL,Macoupin,17117,6532.0,14194.0,10.0,38.3,33.4,18.2,12.747076308880645
IL,Mason,17125,2008.0,4051.0,12.7,42.7,30.3,14.3,4.412301848199284
IL,Massac,17127,1555.0,4844.0,15.0,34.0,37.7,13.3,18.641540130151842
IL,McDonough,17109,5278.0,6789.0,7.2,28.9,30.4,33.5,20.780422436347394
IL,McHenry,17111,59827.0,71117.0,7.4,26.9,32.5,33.2,0.18978605935127674
IL,McLean,17113,35918.0,37081.0,4.4,25.5,25.6,44.5,0.5345363780093008
IL,Menard,17129,1808.0,4230.0,8.1,34.9,33.1,23.9,2.264332744499759
IL,Mercer,17131,3061.0,4800.0,8.1,41.5,32.9,17.5,3.3461708441189466
IL,Moultrie,17139,1476.0,4453.0,15.9,34.9,32.1,17.1,11.85577374170632
IL,Ogle,17141,8025.0,14344.0,11.7,33.8,34.6,19.8,10.873647327564512
IL,Peoria,17143,37436.0,35299.0,9.7,27.6,32.8,29.8,16.096932614121247
IL,Piatt,17147,2633.0,5623.0,4.8,34.6,30.8,29.9,5.65934065934066
IL,Richland,17159,1579.0,5736.0,12.7,33.3,33.4,20.6,6.114816430842112
IL,Rock Island,17161,32258.0,26969.0,11.4,31.2,35.4,22.0,14.644623795886488
IL,Sangamon,17167,40731.0,49823.0,7.8,27.8,30.1,34.3,14.912139287441562
IL,Schuyler,17169,1074.0,2523.0,11.2,36.8,33.1,18.9,13.50276870651711
IL,Stark,17175,748.0,1777.0,12.3,37.3,33.6,16.7,13.324080499653018
IL,Stephenson,17177,7531.0,10845.0,9.3,35.2,37.7,17.9,15.730165316328538
IL,Tazewell,17179,20568.0,38620.0,7.2,32.9,34.9,25.0,5.541247634244999
IL,Vermilion,17183,9876.0,18582.0,12.8,40.6,32.6,14.0,19.10748195974174
IL,Wabash,17185,1146.0,4039.0,10.6,32.4,39.9,17.2,11.909295482084127
IL,Whiteside,17195,11005.0,12597.0,11.3,36.2,35.3,17.3,11.214296999806892
IL,Will,17197,146230.0,129726.0,9.2,26.9,30.5,33.5,7.569096254916724
IL,Williamson,17199,8539.0,21503.0,9.8,30.5,37.6,22.1,14.38695645741171
IL,Woodford,17203,5068.0,13180.0,6.0,32.8,30.8,30.4,7.5131518463660045
IN,Allen,18003,55222.0,83801.0,10.8,29.1,32.7,27.4,0.5205955874361482
IN,Bartholomew,18005,9841.0,20637.0,9.7,34.9,25.7,29.7,12.313142659638816
IN,Blackford,18009,1243.0,3349.0,13.0,48.2,27.8,11.0,11.776674534060389
IN,Daviess,18027,1800.0,8545.0,25.3,36.3,24.4,14.0,3.962114752101352
IN,Dearborn,18029,4883.0,18110.0,9.4,40.2,30.5,20.0,9.170288024254674
IN,Dubois,18037,5389.0,13365.0,12.0,40.3,27.9,19.7,8.356710119987742
IN,Elkhart,18039,20667.0,41810.0,19.5,36.7,25.5,18.3,14.4531788040377
IN,Fountain,18045,1476.0,5661.0,12.0,44.2,29.3,14.5,12.584663763909045
IN,Gibson,18051,3720.0,11079.0,9.9,39.7,34.9,15.6,10.692494520466797
IN,Hendricks,18063,22595.0,48326.0,6.5,28.5,30.3,34.7,4.956377049076611
IN,Huntington,18069,3506.0,11649.0,9.9,43.4,27.9,18.9,11.546971890622013
IN,Jay,18075,1889.0,5697.0,15.9,47.7,25.5,10.9,15.67950839045143
IN,Jennings,18079,2364.0,8222.0,15.5,47.2,27.7,9.6,15.10765593092824
IN,Kosciusko,18085,6311.0,23909.0,15.2,37.0,26.6,21.2,10.687051957114763
IN,LaGrange,18087,2080.0,7025.0,35.7,32.0,21.1,11.2,12.226216027514159
IN,LaPorte,18091,19795.0,22678.0,12.5,38.9,31.0,17.6,15.908885718928875
IN,Miami,18103,2766.0,9975.0,14.9,42.6,30.5,11.9,8.576123892819341
IN,Noble,18113,3904.0,12198.0,15.3,41.1,29.5,14.1,2.9502292761573736
IN,Ohio,18115,686.0,2118.0,11.4,46.8,28.0,13.8,6.6880053908355785
IN,Owen,18119,1946.0,6151.0,15.7,43.2,29.1,12.0,8.928828872122638
IN,Parke,18121,1441.0,4863.0,14.5,42.3,31.3,11.8,13.69830548643204
IN,Porter,18127,33531.0,38719.0,8.3,34.9,30.7,26.1,10.475389396949252
IN,Posey,18129,3515.0,8393.0,5.7,38.8,34.9,20.6,9.615535504119263
IN,Ripley,18137,2471.0,9806.0,13.2,43.2,26.1,17.4,9.874908533398376
IN,Rush,18139,1525.0,5292.0,15.4,47.9,22.7,14.0,1.3751868460388639
IN,Spencer,18147,2861.0,6572.0,10.6,44.0,30.1,15.3,8.597481545809813
IN,St. Joseph,18141,52247.0,52019.0,12.3,30.9,28.6,28.2,3.6164753444173434
IN,Starke,18149,2489.0,6367.0,17.1,41.4,29.8,11.6,15.675675675675677
IN,Steuben,18151,3741.0,10127.0,11.5,38.0,30.5,19.9,9.920507818187112
IN,Sullivan,18153,2113.0,6138.0,13.6,42.7,31.0,12.7,3.4930950446791225
IN,Switzerland,18155,930.0,2558.0,17.3,48.3,26.1,8.3,21.134265867351793
IN,Tippecanoe,18157,27207.0,30711.0,9.3,26.6,28.9,35.3,19.658018423503695
IN,Tipton,18159,1587.0,5589.0,11.7,39.4,27.8,21.1,8.684279361757783
IN,Vanderburgh,18163,28296.0,40422.0,10.2,33.8,31.1,24.9,16.32946944339099
IN,Vermillion,18165,2081.0,4511.0,11.0,45.3,30.7,13.0,13.285147754893181
IN,Vigo,18167,15922.0,21924.0,12.3,33.0,31.5,23.2,18.617929958777435
IN,Warrick,18173,9086.0,19133.0,7.2,32.9,31.9,28.0,9.301386240992665
IN,Wells,18179,2585.0,9999.0,8.8,40.4,33.4,17.4,0.7660092350646097
IN,Whitley,18183,3379.0,11357.0,9.9,41.4,30.5,18.3,8.612067674801617
KS,Anderson,20003,665.0,2386.0,9.1,37.0,34.6,19.2,14.966768916155418
KS,Atchison,20005,1946.0,3977.0,7.4,41.5,31.2,19.9,3.8698275336705468
KS,Barber,20007,281.0,1822.0,7.6,36.5,37.2,18.7,13.98050197054553
KS,Barton,20009,1823.0,7766.0,13.2,32.2,37.9,16.7,10.047246419607264
KS,Bourbon,20011,1306.0,4314.0,9.5,29.6,39.1,21.7,16.904373811464275
KS,Chase,20017,313.0,964.0,9.6,29.6,36.6,24.3,12.10762331838565
KS,Chautauqua,20019,236.0,1552.0,12.0,38.4,31.3,18.3,14.858490566037736
KS,Cloud,20029,744.0,2856.0,8.0,32.4,39.4,20.2,12.49593936112615
KS,Coffey,20031,719.0,2990.0,7.3,37.3,34.3,21.1,10.671132910635244
KS,Comanche,20033,102.0,705.0,6.6,34.1,39.2,20.1,8.482871125611746
KS,Cowley,20035,3436.0,8016.0,10.9,30.4,39.3,19.4,15.501579226877604
KS,Doniphan,20043,584.0,2601.0,9.3,39.2,34.6,16.9,11.255801959773079
KS,Elk,20049,160.0,1048.0,9.6,36.4,37.2,16.8,17.25595695618755
