State,County Name,FIPS,Number of Dem Votes,Number of GOP Votes,Percent With No High School,Percent With Only High School,Percent With Some College, Percent With Bachelor's or more,Percent of County Population Below Poverty
KS,Ellis,20051,2669.0,8311.0,6.7,26.4,32.8,34.1,2.160281146637266
KS,Ellsworth,20053,515.0,1933.0,9.3,33.2,37.9,19.7,7.266982622432859
KS,Finney,20055,3006.0,6155.0,27.9,23.1,30.5,18.5,15.64864864864865
KS,Geary,20061,2569.0,4116.0,8.7,28.9,42.0,20.4,12.1197371623266
KS,Gove,20063,149.0,1127.0,8.1,36.5,33.0,22.4,9.070380127963869
KS,Gray,20069,257.0,1651.0,24.2,25.9,30.7,19.2,8.1214109926169
KS,Greeley,20071,83.0,523.0,11.7,31.2,27.5,29.6,6.454062262718299
KS,Greenwood,20073,484.0,2146.0,9.8,36.3,36.2,17.7,14.253683536194748
KS,Harper,20077,388.0,1950.0,10.6,37.0,32.7,19.7,9.029579657498703
KS,Harvey,20079,5006.0,8503.0,9.3,27.8,35.2,27.7,11.974332531224933
KS,Haskell,20081,228.0,1011.0,29.0,19.0,34.3,17.7,12.838836865450961
KS,Hodgeman,20083,124.0,845.0,6.6,26.0,41.7,25.7,5.69620253164557
KS,Jewell,20089,180.0,1204.0,5.6,43.2,36.0,15.3,15.245130960376091
KS,Kearny,20093,224.0,1048.0,22.5,27.3,36.0,14.3,12.23404255319149
KS,Kingman,20095,594.0,2507.0,8.3,33.6,34.6,23.5,8.650202534953614
KS,Labette,20099,2234.0,5232.0,12.5,32.6,36.9,18.0,17.827365174225264
KS,Lane,20101,104.0,684.0,6.9,30.4,41.4,21.3,8.899579073962718
KS,Leavenworth,20103,10064.0,17387.0,8.5,29.5,31.9,30.1,9.1380812301943
KS,McPherson,20113,3183.0,8407.0,9.0,28.9,33.8,28.3,0.269485903814262
KS,Meade,20119,206.0,1390.0,14.5,30.6,33.0,22.0,13.782649253731345
KS,Morris,20127,586.0,1790.0,12.2,36.5,34.5,16.8,8.70796460176991
KS,Morton,20129,145.0,970.0,12.4,37.1,36.1,14.3,9.926470588235293
KS,Nemaha,20131,714.0,4066.0,8.5,42.4,27.3,21.8,6.984033695758645
KS,Neosho,20133,1464.0,4340.0,8.6,31.4,41.1,18.9,19.05957264433968
KS,Ness,20135,160.0,1216.0,8.5,34.3,37.0,20.1,11.2106135986733
KS,Norton,20137,277.0,1808.0,13.4,32.9,39.9,13.8,7.546829971181557
KS,Osage,20139,1730.0,4713.0,9.0,39.4,31.7,19.9,5.800653594771242
KS,Osborne,20141,231.0,1437.0,8.7,35.3,35.0,21.0,17.12812160694897
KS,Ottawa,20143,424.0,2261.0,5.9,35.5,37.2,21.5,8.425832492431887
KS,Pawnee,20145,567.0,1872.0,10.7,27.4,39.5,22.4,6.216017634092579
KS,Pottawatomie,20149,2191.0,7451.0,4.6,30.1,33.3,32.0,8.816935414331292
KS,Pratt,20151,769.0,2824.0,9.4,27.0,38.1,25.5,12.61576456060918
KS,Rawlins,20153,160.0,1209.0,6.3,30.9,39.0,23.9,8.037825059101655
KS,Reno,20155,6670.0,15100.0,12.5,29.9,38.5,19.2,13.7115653526482
KS,Republic,20157,370.0,1993.0,5.9,33.1,40.0,21.0,11.224057602710715
KS,Rice,20159,668.0,2652.0,11.3,29.1,37.2,22.4,14.120486774615307
KS,Riley,20161,8892.0,9817.0,4.4,17.1,32.4,46.0,19.050084979817296
KS,Rooks,20163,273.0,1999.0,8.7,33.3,33.8,24.3,13.045163791432449
KS,Seward,20175,1491.0,3025.0,34.7,25.3,28.5,11.6,6.101299710695626
KS,Shawnee,20177,33270.0,35349.0,8.9,30.9,31.0,29.3,14.108804140225494
KS,Sheridan,20179,126.0,1186.0,8.6,31.7,36.9,22.9,6.0775689724110356
KS,Sherman,20181,340.0,2043.0,8.6,30.5,41.9,19.0,5.0368139223560915
KS,Smith,20183,295.0,1635.0,8.4,34.4,35.2,22.0,13.674519360953155
KS,Stafford,20185,303.0,1485.0,12.1,28.9,37.3,21.7,15.439093484419264
KS,Stanton,20187,132.0,580.0,18.9,26.0,30.2,24.8,7.452508524111057
KS,Stevens,20189,215.0,1564.0,16.7,32.6,34.2,16.5,17.69324725178852
KS,Sumner,20191,2039.0,6844.0,8.7,34.8,37.0,19.4,12.224397718566442
KS,Trego,20195,193.0,1211.0,5.8,32.4,36.0,25.8,4.208005473828258
KS,Wabaunsee,20197,773.0,2358.0,5.6,36.3,34.3,23.7,6.64735698769008
KS,Wallace,20199,45.0,711.0,10.2,31.6,33.4,24.9,10.442828816920025
KS,Wichita,20203,139.0,765.0,19.1,27.3,35.3,18.3,5.9207459207459205
KS,Wilson,20205,550.0,2747.0,13.0,36.3,35.4,15.3,16.448260280162675
KS,Woodson,20207,270.0,1063.0,10.2,38.3,37.8,13.7,23.239436619718308
KS,Wyandotte,20209,29346.0,15520.0,21.9,32.8,29.0,16.3,22.323799012845274
KY,Ballard,21007,816.0,3161.0,13.8,36.8,34.2,15.3,15.792675507969339
KY,Barren,21009,4275.0,13483.0,18.3,40.5,25.7,15.5,20.757395365875997
KY,Bath,21011,1361.0,3082.0,24.3,40.0,23.5,12.1,3.0421662180898785
KY,Bell,21013,1720.0,7764.0,31.9,36.5,22.0,9.5,35.81739576463691
KY,Boyd,21019,6021.0,13591.0,10.8,35.2,34.9,19.1,0.50734202276852
KY,Boyle,21021,4281.0,8040.0,13.8,35.4,27.7,23.0,14.697889757439528
KY,Bracken,21023,705.0,2711.0,16.8,43.8,24.8,14.6,20.626725897466685
KY,Breathitt,21025,1537.0,3991.0,28.6,34.4,24.8,12.2,32.844378257632165
KY,Breckinridge,21027,1960.0,6484.0,20.3,44.0,25.3,10.5,16.75586455259341
KY,Bullitt,21029,8255.0,26210.0,13.3,41.1,31.5,14.2,10.04920346331354
KY,Caldwell,21033,1260.0,4507.0,11.9,46.5,26.4,15.2,9.085894405043343
KY,Calloway,21035,4749.0,10367.0,11.6,31.5,28.4,28.6,22.410967456621837
KY,Campbell,21037,14658.0,25050.0,9.9,30.8,28.7,30.6,0.1272776720152298
KY,Carlisle,21039,432.0,2094.0,18.2,33.9,32.2,15.7,16.275749541097287
KY,Carter,21043,2276.0,7587.0,20.5,40.6,25.7,13.1,0.5877167205406993
KY,Casey,21045,767.0,5482.0,26.6,36.3,24.6,12.4,26.013278533038253
KY,Edmonson,21061,979.0,4135.0,23.0,40.2,24.8,11.9,21.644518272425252
KY,Elliott,21063,740.0,2000.0,24.2,42.3,24.8,8.8,28.888888888888886
KY,Estill,21065,1108.0,4236.0,24.3,47.9,18.6,9.2,30.123250470022978
KY,Fleming,21069,1348.0,4722.0,23.2,38.4,25.8,12.7,22.076233490727436
KY,Garrard,21079,1453.0,5904.0,20.0,38.1,26.4,15.5,18.975254730713246
KY,Graves,21083,3308.0,12671.0,18.3,37.2,27.7,16.8,18.141794851144937
KY,Grayson,21085,1959.0,8219.0,20.9,42.8,26.2,10.2,11.050966340105974
KY,Green,21087,832.0,4372.0,23.0,43.5,23.2,10.3,19.515514425694068
KY,Greenup,21089,4146.0,11546.0,13.2,37.3,32.7,16.8,17.39613110932253
KY,Harlan,21095,1372.0,9129.0,28.6,35.2,24.1,12.1,1.9628435881649948
KY,Hickman,21105,449.0,1657.0,24.8,41.0,25.4,8.8,16.221456268849636
KY,Hopkins,21107,4310.0,15277.0,14.5,41.0,29.4,15.1,14.865711631122924
KY,Jessamine,21113,6144.0,15474.0,15.1,29.1,27.1,28.7,17.596657424522487
KY,Kenton,21117,24213.0,42958.0,10.7,29.0,31.2,29.1,13.268062941913813
KY,Knott,21119,1245.0,4357.0,28.3,34.9,23.9,12.9,30.471337579617835
KY,Larue,21123,1278.0,4799.0,15.9,41.7,31.6,10.7,15.923342492778131
KY,Laurel,21125,3440.0,20592.0,22.2,39.2,26.0,12.5,22.42059200346084
KY,Leslie,21131,400.0,4015.0,36.3,34.6,19.4,9.7,32.08181563463155
KY,Letcher,21133,1542.0,7293.0,24.9,38.2,25.6,11.2,29.83413451128145
KY,Magoffin,21153,1172.0,3824.0,30.6,36.8,22.4,10.1,29.31843051430358
KY,McCracken,21145,9134.0,20774.0,12.2,30.5,34.4,22.9,17.45648192326043
KY,McCreary,21147,664.0,5012.0,27.8,40.3,24.2,7.7,38.665248306365825
KY,Menifee,21165,700.0,2010.0,23.0,39.8,25.0,12.3,23.495206663523497
KY,Metcalfe,21169,976.0,3491.0,24.0,38.2,26.4,11.4,22.681451612903224
KY,Muhlenberg,21177,3272.0,9393.0,20.5,42.8,24.6,12.1,18.987992037500803
KY,Nelson,21179,6434.0,13430.0,11.0,40.7,31.1,17.2,0.5607642352106744
KY,Nicholas,21181,787.0,1957.0,20.6,43.0,25.8,10.5,25.451467268623023
KY,Oldham,21185,10268.0,20469.0,7.2,23.0,30.0,39.8,0.33268344010150713
KY,Owsley,21189,256.0,1474.0,29.8,37.8,15.0,17.4,36.95749440715883
KY,Pendleton,21191,1164.0,4604.0,15.3,46.4,28.0,10.3,9.036852658507916
KY,Powell,21197,1272.0,3513.0,22.8,41.8,21.3,14.1,4.522858772716161
KY,Robertson,21201,222.0,759.0,25.1,34.6,23.4,17.0,24.096385542168676
KY,Rockcastle,21203,915.0,5609.0,23.3,45.5,21.5,9.7,22.86135693215339
KY,Rowan,21205,3295.0,5174.0,19.0,29.8,24.6,26.6,22.337535979243523
KY,Simpson,21213,2144.0,5077.0,16.0,43.2,26.6,14.2,18.438021122846028
KY,Todd,21219,1042.0,3612.0,23.1,41.3,23.9,11.7,16.941384578274505
KY,Trigg,21221,1587.0,4928.0,15.8,30.8,35.4,18.0,15.918367346938775
KY,Trimble,21223,879.0,2771.0,16.8,46.1,25.5,11.6,17.562478603218075
KY,Wolfe,21237,753.0,1804.0,30.5,39.3,18.4,11.8,40.055325034578146
LA,Acadia Parish,22001,5638.0,21159.0,24.5,40.4,24.0,11.1,20.093928212009395
LA,Allen Parish,22003,2106.0,6867.0,20.8,42.9,24.4,11.9,13.151316303413797
LA,Ascension Parish,22005,16471.0,36135.0,11.8,34.8,26.8,26.6,11.158302128622049
LA,Assumption Parish,22007,3931.0,6714.0,27.3,41.5,19.8,11.4,18.32268230762497
LA,Avoyelles Parish,22009,5032.0,11163.0,26.8,41.6,21.5,10.1,21.109136499744384
LA,Beauregard Parish,22011,2393.0,12238.0,15.5,41.3,26.8,16.3,18.683005729637852
LA,Bienville Parish,22013,3129.0,3756.0,17.1,41.6,28.4,13.0,24.554826616682288
LA,Bossier Parish,22015,12638.0,35451.0,11.8,28.6,33.6,26.0,15.022932127273306
LA,Caddo Parish,22017,53448.0,48977.0,13.9,32.8,29.5,23.8,22.14554205365844
LA,Calcasieu Parish,22019,26293.0,54182.0,14.6,34.6,30.3,20.6,16.7424116601994
LA,Caldwell Parish,22021,788.0,3822.0,24.1,43.2,20.9,11.8,23.833732057416267
LA,Cameron Parish,22023,323.0,3256.0,16.5,36.7,29.8,16.9,8.835636577477214
LA,Catahoula Parish,22025,1322.0,3479.0,23.0,42.1,21.8,13.1,18.61226920786182
LA,Claiborne Parish,22027,2717.0,3585.0,22.4,39.7,24.9,13.0,26.872192480462743
LA,Concordia Parish,22029,3272.0,5474.0,22.9,41.2,24.6,11.3,28.687428826063275
LA,De Soto Parish,22031,5163.0,8067.0,18.7,40.2,27.6,13.5,26.22302689920189
LA,East Baton Rouge Parish,22033,102711.0,84620.0,9.8,27.4,28.6,34.2,19.087392652885597
LA,East Carroll Parish,22035,1838.0,1059.0,29.6,36.6,22.6,11.3,36.614119259766966
LA,East Feliciana Parish,22037,4235.0,5569.0,17.6,44.2,25.2,12.9,14.663278271918678
LA,Evangeline Parish,22039,4208.0,10357.0,28.7,36.6,22.8,11.9,26.064695610997664
LA,Franklin Parish,22041,2506.0,6514.0,25.9,40.3,21.9,11.9,29.49076116257413
LA,Grant Parish,22043,1181.0,7406.0,19.0,42.9,28.7,9.3,16.06551508099884
LA,Iberia Parish,22045,10698.0,20903.0,22.2,41.3,22.8,13.7,19.52185847768177
LA,Iberville Parish,22047,8324.0,7320.0,22.6,39.7,24.3,13.4,16.492636407532594
LA,Jackson Parish,22049,2139.0,5169.0,20.0,43.3,23.1,13.6,25.431740829446614
LA,Jefferson Parish,22051,73540.0,100292.0,15.3,31.1,28.7,24.8,15.934152977235941
LA,Jefferson Davis Parish,22053,3080.0,10775.0,21.0,41.3,23.2,14.5,19.151237513520392
LA,Lafayette Parish,22055,32726.0,68191.0,13.6,28.2,27.2,30.9,15.86106946109285
LA,Lafourche Parish,22057,8423.0,31958.0,24.7,39.3,19.9,16.2,14.920233899064812
LA,Lincoln Parish,22061,7102.0,10761.0,12.5,27.5,24.6,35.4,29.16238814727886
LA,Livingston Parish,22063,6950.0,48797.0,16.1,40.2,26.3,17.4,14.14345378609043
LA,Madison Parish,22065,2744.0,1927.0,25.6,40.4,22.1,12.0,34.323974082073434
LA,Morehouse Parish,22067,5155.0,6502.0,19.7,44.2,22.4,13.7,28.155743907976387
LA,Natchitoches Parish,22069,7143.0,8965.0,16.5,32.9,31.8,18.7,29.131001354217233
LA,Orleans Parish,22071,133833.0,24267.0,14.3,22.9,26.6,36.2,24.953173670517117
LA,Ouachita Parish,22073,24420.0,41712.0,15.0,33.5,27.4,24.2,22.70567705613369
LA,Plaquemines Parish,22075,3347.0,6900.0,19.6,38.0,26.6,15.8,16.929735234215887
LA,Pointe Coupee Parish,22077,4764.0,6789.0,20.0,41.2,24.8,13.9,18.799730276466622
LA,Rapides Parish,22079,18318.0,36814.0,15.3,37.5,27.3,19.9,19.560748511139998
LA,Red River Parish,22081,1938.0,2391.0,19.3,45.0,22.2,13.5,22.63298180553946
LA,Richland Parish,22083,3157.0,6286.0,20.5,41.2,24.5,13.7,23.14287106045107
LA,Sabine Parish,22085,1703.0,7877.0,17.5,43.0,25.6,13.9,19.100472127888676
LA,St. Bernard Parish,22087,4957.0,10232.0,18.2,39.5,29.1,13.2,19.35483870967742
LA,St. Charles Parish,22089,8558.0,16620.0,12.8,35.7,30.8,20.7,12.375241926302607
LA,St. Helena Parish,22091,3353.0,2497.0,21.0,45.8,22.6,10.6,27.39142776043145
LA,St. James Parish,22093,6418.0,5456.0,14.5,44.5,26.6,14.4,16.247618162383233
LA,St. John the Baptist Parish,22095,12658.0,7569.0,17.0,36.5,29.6,16.9,17.990788056554916
LA,St. Landry Parish,22097,17208.0,21966.0,23.9,43.5,19.4,13.2,27.45793054063731
LA,St. Martin Parish,22099,8266.0,16872.0,20.9,41.1,24.2,13.8,16.88210530220137
LA,St. Mary Parish,22101,8050.0,14353.0,21.7,47.3,20.0,11.0,21.24153328035721
LA,St. Tammany Parish,22103,27716.0,90914.0,11.2,26.6,30.9,31.3,10.83898739038597
LA,Tangipahoa Parish,22105,16869.0,33933.0,18.6,35.7,25.8,19.8,21.32716145267017
LA,Tensas Parish,22107,1329.0,1180.0,23.3,46.1,21.4,9.1,34.172661870503596
LA,Terrebonne Parish,22109,10664.0,31900.0,22.2,39.8,23.7,14.3,19.69480377110283
LA,Union Parish,22111,2691.0,7972.0,14.8,46.1,27.0,12.1,24.228113165515705
LA,Vermilion Parish,22113,4745.0,19807.0,24.0,41.3,22.4,12.3,16.927669651940427
LA,Vernon Parish,22115,2665.0,13471.0,12.5,37.2,32.6,17.8,14.36910819232438
LA,Washington Parish,22117,5690.0,12552.0,23.5,41.8,22.7,11.9,25.378869651569445
LA,Webster Parish,22119,6259.0,11538.0,19.0,41.0,26.1,13.9,24.18714909544604
LA,West Baton Rouge Parish,22121,5382.0,6926.0,16.2,38.2,25.9,19.7,19.357243760791086
LA,West Carroll Parish,22123,715.0,3970.0,24.4,42.6,20.6,12.4,22.6112391419961
LA,West Feliciana Parish,22125,2247.0,3390.0,20.7,31.7,25.1,22.5,12.513014055179594
LA,Winn Parish,22127,1643.0,4605.0,20.3,41.6,25.4,12.6,22.847112273697253
MA,Barnstable,25001,71632.0,53842.0,4.6,25.1,29.2,41.1,8.12269069662335
MA,Berkshire,25003,43540.0,16799.0,9.4,30.7,27.3,32.6,11.855472268565297
MA,Bristol,25005,127619.0,104775.0,16.3,30.0,27.2,26.5,0.5827993399968041
MA,Dukes,25007,8338.0,2474.0,7.2,24.6,28.5,39.8,8.967880583144566
MA,Essex,25009,220027.0,135405.0,10.7,25.7,25.5,38.0,0.11750896456821254
MA,Hampden,25013,110313.0,78230.0,14.6,30.4,28.8,26.2,17.080101816755423
MA,Hampshire,25015,54572.0,22089.0,5.7,24.3,25.2,44.7,2.399269787455992
MA,Nantucket,25019,4144.0,1892.0,5.3,25.0,27.6,42.0,9.974212562166144
MA,Norfolk,25021,219129.0,119171.0,6.1,20.9,21.7,51.2,6.529331769547918
MA,Suffolk,25025,241212.0,50042.0,15.2,23.3,18.7,42.7,13.711940959561625
MA,Worcester,25027,197126.0,157138.0,10.0,28.9,26.3,34.8,0.6313461787778645
MD,Allegany,24001,6665.0,20025.0,10.9,41.9,29.2,18.0,10.042602473425157
MD,Anne Arundel,24003,116074.0,114509.0,8.1,24.5,28.0,39.4,5.882551162836068
MD,Baltimore,24005,189437.0,131009.0,9.0,27.2,26.6,37.2,9.029810337321472
MD,Baltimore city,24510,178562.0,22726.0,16.5,29.6,24.1,29.7,22.202052777429103
MD,Calvert,24009,16669.0,24680.0,6.7,30.9,33.2,29.3,5.958949459280512
MD,Caroline,24011,3747.0,8999.0,16.7,41.8,26.2,15.3,11.045994292902948
MD,Cecil,24015,12651.0,27579.0,11.9,37.5,28.1,22.5,10.477846030645429
MD,Charles,24017,46063.0,24163.0,7.2,32.3,33.1,27.4,7.463299192550169
MD,Dorchester,24019,5695.0,7938.0,15.0,38.5,25.7,20.8,16.77935228921614
MD,Frederick,24021,51891.0,56472.0,7.4,25.2,27.6,39.7,1.956173561499244
MD,Garrett,24023,2252.0,10189.0,11.5,42.4,26.9,19.2,12.449908306730965
MD,Harford,24025,43803.0,74261.0,7.2,27.8,30.5,34.5,7.600604466334583
MD,Prince George's,24033,313627.0,29290.0,14.2,25.9,28.5,31.5,9.353611411882742
MD,Queen Anne's,24035,7316.0,16211.0,8.4,29.8,26.8,35.0,6.420667225756304
MD,Somerset,24039,3484.0,5056.0,20.8,41.7,23.5,14.0,18.744659364561485
MD,St. Mary's,24037,15786.0,26889.0,10.1,30.2,29.7,29.9,7.56082703264414
MD,Wicomico,24045,16327.0,20832.0,11.4,33.5,27.7,27.4,15.60885717366373
ME,Androscoggin,23001,22975.0,28189.0,10.6,37.5,31.3,20.7,14.331670474147979
ME,Aroostook,23003,13377.0,19419.0,12.6,38.2,31.2,18.1,17.350767977658833
ME,Kennebec,23011,29296.0,31753.0,8.6,35.1,31.0,25.3,14.233543245514063
ME,Oxford,23017,12172.0,16214.0,8.5,45.1,28.3,18.2,16.528448456854925
ME,Penobscot,23019,32832.0,41601.0,8.8,35.5,31.0,24.7,15.604218313461615
ME,Piscataquis,23021,3098.0,5403.0,10.3,40.9,32.5,16.3,20.371026822639728
ME,Sagadahoc,23023,10679.0,9304.0,5.5,30.8,30.2,33.5,10.570608136923209
ME,Waldo,23027,10442.0,10378.0,8.1,34.1,28.7,29.2,15.58179355465256
ME,York,23031,55828.0,50388.0,7.6,32.0,30.4,30.1,0.6054941886477296
MI,Alcona,26001,1732.0,4201.0,11.4,40.2,33.9,14.5,14.864995645020807
MI,Alger,26003,1663.0,2585.0,10.6,44.3,27.0,18.1,11.725687386327163
MI,Allegan,26005,17932.0,33812.0,9.9,37.9,30.8,21.4,11.41887825851859
MI,Alpena,26007,4877.0,9090.0,9.6,33.6,40.1,16.8,16.029314716404432
MI,Antrim,26009,4448.0,8469.0,9.3,33.1,30.9,26.7,12.804219080966583
MI,Arenac,26011,2238.0,4704.0,13.7,43.0,32.0,11.4,18.959424083769633
MI,Baraga,26013,1156.0,2158.0,16.7,42.3,25.3,15.6,11.081207582494734
MI,Barry,26015,9109.0,19197.0,8.3,37.4,35.4,18.9,9.194686242486489
MI,Benzie,26019,4108.0,5539.0,8.5,33.5,32.3,25.6,11.046111493461803
MI,Branch,26023,4740.0,11025.0,11.9,40.5,33.9,13.6,16.896369848877473
MI,Charlevoix,26029,5137.0,8674.0,7.3,31.9,32.3,28.5,12.237268739271409
MI,Cheboygan,26031,4302.0,8680.0,11.2,38.3,32.3,18.3,18.508754672437536
MI,Chippewa,26033,5378.0,9120.0,10.5,37.8,32.0,19.7,3.381312001684077
MI,Clare,26035,4250.0,8507.0,15.9,39.2,33.5,11.4,23.812479581836
MI,Eaton,26045,24534.0,27608.0,6.4,29.4,39.0,25.2,10.945378924509551
MI,Genesee,26049,102744.0,84174.0,10.4,32.3,37.4,19.9,1.7651702311166986
MI,Gladwin,26051,3794.0,8124.0,14.9,40.6,31.1,13.4,20.22610075366918
MI,Gogebic,26053,2925.0,4019.0,7.3,38.9,36.3,17.5,18.830538107880592
MI,Grand Traverse,26055,20964.0,27412.0,5.5,26.2,36.6,31.7,9.439666462935476
MI,Gratiot,26057,5665.0,9878.0,10.4,41.3,34.0,14.3,16.397273143352685
MI,Hillsdale,26059,4799.0,14094.0,12.9,38.9,31.5,16.7,17.98215063125816
MI,Houghton,26061,6018.0,8475.0,8.0,34.4,26.6,31.0,21.496894068495408
MI,Huron,26063,4579.0,10629.0,11.3,43.2,30.6,14.9,13.823769719062284
MI,Ingham,26065,81266.0,44354.0,7.7,21.6,33.0,37.7,20.69924930442543
MI,Ionia,26067,8206.0,16374.0,10.7,39.1,34.7,15.6,13.396599816122045
MI,Iosco,26069,4344.0,8344.0,11.6,39.6,32.5,16.3,16.586462606500476
MI,Iron,26071,2004.0,3675.0,8.3,44.7,28.9,18.1,6.400987480162229
MI,Isabella,26073,11404.0,12338.0,8.5,31.2,32.1,28.2,26.068750884142027
MI,Kalamazoo,26077,67142.0,51031.0,6.4,22.9,34.6,36.1,16.793349899602255
MI,Kalkaska,26079,2279.0,6213.0,13.4,40.3,32.7,13.6,16.446529950179585
MI,Keweenaw,26083,527.0,814.0,5.6,34.3,35.2,24.9,17.049632352941178
MI,Lapeer,26087,12734.0,30037.0,9.8,36.9,35.6,17.8,10.078693862783231
MI,Leelanau,26089,6774.0,7239.0,5.2,22.2,31.5,41.1,8.540925266903916
MI,Lenawee,26091,16750.0,26428.0,9.5,36.9,33.7,19.9,13.653965382308996
MI,Luce,26095,681.0,1756.0,11.2,44.1,30.9,13.8,17.707362534948743
MI,Mackinac,26097,2085.0,3740.0,10.9,35.3,34.7,19.1,15.481325135358356
MI,Macomb,26099,176238.0,224589.0,10.8,30.4,34.9,23.8,11.86063270742747
MI,Manistee,26101,4979.0,6915.0,9.7,36.9,33.5,19.9,15.222013247199282
MI,Marquette,26103,16042.0,14646.0,5.5,31.7,32.7,30.1,2.5703885298269076
MI,Mecosta,26107,5827.0,10305.0,10.7,35.2,32.9,21.2,21.080478975215815
MI,Menominee,26109,3539.0,6704.0,8.5,43.1,32.5,15.9,6.162286297524878
MI,Midland,26111,15655.0,23877.0,5.9,29.6,31.6,32.9,12.036882011050253
MI,Missaukee,26113,1565.0,5386.0,12.3,41.5,32.8,13.4,14.966168687613049
MI,Montcalm,26117,7874.0,16907.0,12.4,38.8,36.2,12.6,16.630057619456913
MI,Montmorency,26119,1286.0,3498.0,12.9,42.2,33.1,11.8,16.14678899082569
MI,Muskegon,26121,36640.0,35962.0,10.8,34.8,36.4,18.0,18.73280948713643
MI,Newaygo,26123,6212.0,15174.0,14.2,40.7,30.8,14.3,17.914304768256084
MI,Oakland,26125,342976.0,289127.0,6.5,19.5,28.9,45.0,9.433839043909503
MI,Oceana,26127,3973.0,7228.0,14.3,35.6,33.0,17.1,19.664599127038823
MI,Ogemaw,26129,3030.0,6827.0,14.8,39.5,34.2,11.4,19.737470167064437
MI,Ontonagon,26131,1175.0,2069.0,8.3,41.6,32.8,17.4,15.446071904127828
MI,Oscoda,26135,1044.0,2843.0,16.9,39.0,33.9,10.2,19.582024643633726
MI,Otsego,26137,3556.0,8266.0,8.5,37.6,33.4,20.5,13.879722818016829
MI,Presque Isle,26141,2400.0,4486.0,11.5,40.4,31.4,16.7,13.45630010117519
MI,Roscommon,26143,4287.0,8141.0,11.6,40.0,34.4,13.9,19.510145779943706
MI,Saginaw,26145,44395.0,45469.0,11.5,34.0,33.8,20.7,17.48409126183455
MI,Sanilac,26151,4873.0,13446.0,12.1,43.3,31.5,13.1,15.61384897289999
MI,Schoolcraft,26153,1369.0,2556.0,10.8,45.8,27.7,15.7,21.18425891872012
MI,Shiawassee,26155,12547.0,19232.0,8.5,36.7,39.1,15.8,14.082636425996467
MI,Tuscola,26157,7493.0,17421.0,10.8,42.3,33.1,13.9,15.48212028845439
MI,Washtenaw,26161,128025.0,50335.0,5.3,15.6,25.9,53.2,14.265325747477462
MI,Wexford,26165,4436.0,10000.0,11.4,38.2,33.7,16.7,18.443244554996056
MN,Aitkin,27001,3134.0,5516.0,8.7,39.0,36.3,16.0,12.62365179654094
MN,Anoka,27003,75499.0,93341.0,6.5,28.1,37.1,28.2,7.2316489346231485
MN,Becker,27005,5208.0,10880.0,7.6,32.8,35.9,23.7,12.567180222142602
MN,Beltrami,27007,8688.0,10783.0,9.8,27.2,36.2,26.8,18.05622454788282
MN,Big Stone,27011,921.0,1607.0,10.4,42.7,30.3,16.6,11.155220325526003
MN,Blue Earth,27013,14428.0,15667.0,5.8,28.5,34.1,31.7,17.214223816835673
MN,Carlton,27017,8460.0,8160.0,5.8,36.8,35.5,22.0,12.682913102206214
MN,Carver,27019,21508.0,29057.0,4.3,20.5,29.2,46.0,4.012777608761789
MN,Chisago,27025,9279.0,18441.0,6.2,34.1,37.7,22.0,5.7763128820799885
MN,Cottonwood,27033,1678.0,3679.0,10.1,34.7,35.3,19.9,15.664116828929068
MN,Crow Wing,27035,10982.0,22287.0,6.5,30.4,38.9,24.2,10.29298198609951
MN,Dakota,27037,110251.0,99624.0,5.3,21.0,32.9,40.7,0.7900091479824958
MN,Faribault,27043,2153.0,4659.0,9.8,40.5,32.7,17.0,12.292807853738351
MN,Fillmore,27045,3872.0,6271.0,9.2,34.3,36.1,20.4,2.644969278033794
MN,Freeborn,27047,6041.0,8808.0,11.1,36.1,36.1,16.8,11.066404972194963
MN,Goodhue,27049,9446.0,14041.0,6.7,33.1,35.8,24.3,10.72397605409363
MN,Hennepin,27053,429283.0,191768.0,7.2,17.5,27.7,47.6,11.590147641174346
MN,Hubbard,27057,3432.0,7269.0,8.0,31.9,34.7,25.4,11.431474045764597
MN,Isanti,27059,5656.0,13635.0,8.8,36.8,36.7,17.7,7.104777260551842
MN,Itasca,27061,9015.0,12920.0,6.7,31.0,40.1,22.3,12.965614467916382
MN,Kanabec,27065,2327.0,5230.0,11.5,40.7,34.0,13.8,13.463969658659924
MN,Kandiyohi,27067,7266.0,12785.0,11.8,26.5,39.2,22.5,11.11868229986607
MN,Kittson,27069,823.0,1349.0,8.2,36.2,35.0,20.7,10.919409761634506
MN,Koochiching,27071,2306.0,3569.0,9.0,37.1,35.6,18.4,16.67316236651337
MN,Lac qui Parle,27073,1301.0,2294.0,7.1,38.8,35.7,18.3,8.37711617046118
MN,Lake of the Woods,27077,553.0,1540.0,10.3,42.0,30.7,17.0,7.987711213517665
MN,Le Sueur,27079,4623.0,9182.0,9.2,36.0,33.4,21.4,8.465436120159248
MN,Mahnomen,27087,930.0,991.0,12.9,36.0,38.5,12.6,22.265193370165743
MN,McLeod,27085,4978.0,12155.0,8.9,36.5,37.3,17.3,8.031960800690442
MN,Meeker,27093,3192.0,8103.0,8.0,37.3,35.8,18.9,9.170097508125677
MN,Mille Lacs,27095,3709.0,8340.0,10.1,37.9,36.4,15.6,11.537116886143806
